x, y, theta, stamp, 
-1.0016915376884052, -1.9445032086009426, -1.540326544596334, 2246422000000, 
-1.001673920093108, -1.9450813545585983, -1.5403264785279407, 2246524000000, 
-1.0016565052433097, -1.945652811295192, -1.5403264166268649, 2246626000000, 
-1.001639295625009, -1.9462175699078708, -1.5403263449719289, 2246728000000, 
-1.0016222218456665, -1.9467778301547238, -1.5403262818022312, 2246830000000, 
-1.0016053274468422, -1.947332208258877, -1.540326215397875, 2246932000000, 
-1.0015886091775557, -1.9478808534075727, -1.540326147413296, 2247034000000, 
-1.0015720627190052, -1.9484238103951843, -1.5403260840726443, 2247136000000, 
-1.0015556901305922, -1.9489610766562036, -1.5403260128729142, 2247238000000, 
-1.0015394869341698, -1.9494927788542358, -1.5403259503189104, 2247340000000, 
-1.0015234536134772, -1.950018889083598, -1.5403258797518986, 2247442000000, 
-1.0015075872528953, -1.9505395656297166, -1.540325811072478, 2247544000000, 
